2-faced,farced_facet_fazed_faces_face
unease,nervousness_turmoil_anxiety_agitation_disquiet
uneasily,awkwardly_miserably_excruciatingly_disturbingly_restlessly
uneasiness,nervousness_discontent_malaise_anxiety_restlessness
uneasy,impatient_suspicious_strained_restless_fearful
uneconomical,costly_fancy_high_lavish_valuable
unemployed,idle_inactive_jobless_down_loafing
unequal,uneven_disparate_dissimilar_distant_divergent
unethical,unscrupulous_illegal_unprofessional_unfair_improper
uneven,patchy_unequal_irregular_unsteady_bumpy
uneventful,tedious_unremarkable_unexciting_boring_inconclusive
unexpected,startling_accidental_unforeseen_wonderful_amazing
unexpectedly,suddenly_unusually_quickly_out of the blue_unawares
unexplained,unexplored_exotic_unidentified_remote_undiscovered
unfairly,unreasonably_below the belt_immorally_uncleanly_illegally
unfaithful,cheating_untrue_deceitful_faithless_fickle
unfaithfully,treacherously_unscrupulously_maliciously_basely_crookedly
unfamiliar,unexplored_exotic_unusual_unexpected_unknown
unfavorable,troublesome_ominous_hostile_objectionable_calamitous
unfeeling,apathetic_asleep_brutal_callous_cantankerous
unfinished,bare_unadorned_undeveloped_incomplete_amateurish
unfit,unhealthy_inappropriate_unsuitable_inadequate_unlikely
unforeseen,startling_unexpected_sudden_abrupt_accidental
unforgiving,unrelenting_ruthless_cruel_relentless_heartless
unfortunate,inappropriate_untoward_regrettable_lamentable_adverse
unfortunately,sadly_miserably_unhappily_regrettably_disastrously
unfounded,baseless_unwarranted_untrue_illogical_gratuitous
unfriendly,combative_antagonistic_chilly_inhospitable_hateful
unfulfilled,complaining_displeased_disappointed_bothered_offended
unfunded,un founded_un-founded_unbounded_unsounded_unwounded
ungovernable,disobedient_disorderly_fractious_impetuous_impotent
ungrateful,selfish_thankless_unthankful_careless_demanding
unhappily,sadly_unfortunately_lamentably_unluckily
unhappiness,grief_woe_sadness_sorrow_misery
unhappy,depressed_miserable_sorry_troubled_despondent
unhealthy,unsound_delicate_ailing_below par_debilitated
unhelpful,awkward_disagreeable_discourteous_ill-natured_uncivil

unimaginable,unbelievable_incomprehensible_rare_incredible_indescribable
unimaginably,un imaginable_un-imaginable_imaginably_imaginable_unamenably
unimportant,worthless_insignificant_irrelevant_immaterial_meaningless
uninformed,uneducated_ignorant_blind_daydreaming_in the dark
uninsured,uninspired_insured_un injured_un-injured_un inspired
unintelligible,illegible_incomprehensible_impenetrable_opaque_meaningless
unintelligile,un intelligible_un-intelligible_unintelligibly_un intelligibly_un-intelligibly

unjust,biased_partisan_inequitable_unfair_unjustified
unjustifiable,baseless_unjust_unforgivable_unjustified_groundless
unjustifiably,unlawfully_wrongly_inexcusably_erroneously_groundlessly
unjustified,unwarranted_needless_insulting_gratuitous_iniquitous
unjustly,cruelly_unjustifiably_brutally_unlawfully_wrongly
unkind,insensitive_harsh_malicious_spiteful_unfriendly
unkindly,viciously_fiercely_savagely_in cold blood_meanly
unknown,unexplored_exotic_unidentified_remote_undiscovered
unlamentable,un surmountable_un-surmountable_insurmountable_in surmountable_in-surmountable
unlamentably,un surmountable_un-surmountable_insurmountable_in surmountable_in-surmountable
unlawful,illegitimate_unauthorized_illegal_lawless_improper
unlawfully,unjustly_wrongly_unjustifiably_illicitly_illegitimately
unlawfulness,illicitness_illegitimacy_illegitimateness_illegitimation
unleash,release_discharge_free_vent
unlicensed,unwarranted_wrongful_irregular_unauthorized_banned
unlikely,unbelievable_rare_incredible_improbable_strange
unlucky,miserable_hapless_tragic_unhappy_luckless
unmoved,untouched_adamant_unaffected_steadfast_calm
unnatural,unusual_perverse_stilted_incredible_abnormal
unnaturally,peculiarly_strangely_uncommonly_abnormally_perversely
unnecessary,worthless_needless_superfluous_gratuitous_redundant
unneeded,extraneous_undesirable_redundant_nonessential_superfluous
unnerve,dismay_discourage_dishearten_unsettle_dispirit
unnerved,dismay_discourage_dishearten_unsettle_dispirit
unnerving,dismay_discourage_dishearten_unsettle_dispirit
unnervingly,unerringly_un erringly_un-erringly_innerving_un nerving
unnoticed,overlooked_unseen_undiscovered_hidden_inconspicuous
unobserved,quietly_clandestinely_surreptitiously_covertly_privately
unorthodox,unusual_unconventional_eccentric_different_far-out
unorthodoxy,deviation_abnormality_oddity_aberration_rarity
unpleasant,disagreeable_distasteful_troublesome_unpalatable_sour
unpleasantries,shame_disgrace_affront_slight_blasphemy
unpopular,creepy_drip_dumpy_gross_loser
unpredictable,uncertain_fickle_unstable_erratic_unreliable
unprepared,vulnerable_unaware_ad-lib_ill-considered_impromptu
unproductive,fruitless_worthless_unprofitable_ineffective_useless
unprofitable,fruitless_idle_futile_useless_barren
unprove,unproven_un proved_un proven_un-proved_un-proven
unproved,untested_new_undemonstrated_unpracticed_unproven
unproven,ambiguous_problematic_suspicious_dubious_arguable
unproves,unproven_improves_un proved_un-proved_un proven
unproving,improving_un proven_un-proven_approving_unprofane
unqualified,ineligible_inadequate_unskilled_unfit_incapable
unravel,untangle_decipher_resolve_solve_undo
unraveled,untangle_decipher_resolve_solve_undo
unreachable,elusive_unavailable_faraway_insurmountable_distant
unreadable,incomprehensible_indecipherable_scrawled_unclear_undecipherable
unrealistic,impractical_unworkable_improbable_unreal_silly
unreasonable,biased_illogical_senseless_preposterous_wrong
unreasonably,foolishly_stupidly
unrelenting,tenacious_implacable_unwavering_continuous_constant
unrelentingly,viciously_fiercely_savagely_in cold blood_meanly
unreliability,deception_defect_exaggeration_blunder_solecism
unreliable,tricky_uncertain_inaccurate_irresponsible_treacherous
unresolved,undetermined_unsettled_unanswered_moot_undecided
unresponsive,passive_insensitive_cold_cool_frigid
unrest,anarchy_turmoil_insurrection_discontent_tension
unruly,drunken_uncontrollable_reckless_wayward_rowdy
unsafe,uncertain_hazardous_treacherous_untrustworthy_unsound
unsatisfactory,distressing_unsuitable_regrettable_unacceptable_disappointing
unsavory,distasteful_objectionable_shady_unpalatable_unpleasant
unscrupulous,selfish_petty_underhanded_deceitful_ruthless
unscrupulously,cruelly_viciously_dishonestly_perfidiously_ruthlessly
unsecure,in secure_in-secure_unsecured_in securer_in-securer
unseemly,untoward_tawdry_indecent_inappropriate_cheap
unsettle,disturb_confuse_perturb_rattle_disquiet
unsettled,perturbed_restless_shaky_precarious_changeable
unsettling,distressing_startling_perplexing_alarming_discouraging
unsettlingly,unsettling_unsettlings_un settling_un-settling_un settlings
unskilled,uneducated_inexperienced_unschooled_incompetent_unqualified
unsophisticated,straightforward_naive_uninvolved_guileless_inexperienced
unsound,incorrect_illogical_erroneous_unhealthy_defective
unspeakable,dreadful_unimaginable_monstrous_atrocious_indescribable
unspeakablely,unspeakably_un speakable_un speakably_un-speakable_un-speakably
unspecified,undetermined_undefined_general_vague_unmentioned
unstable,tricky_ambiguous_uncertain_irrational_sensitive
unsteadily,haphazardly_roughly_bumpily_choppily_ruggedly
unsteadiness,vulnerability_oscillation_fluctuation_alternation_immaturity
unsteady,rocky_groggy_precarious_unstable_wobbly
unsuccessful,fruitless_disastrous_abortive_doomed_ineffectual
unsuccessfully,clumsily_awkwardly_poorly_carelessly_crudely
unsupported,unwarranted_unsubstantiated_gratuitous_unjustified_groundless
unsupportive,invalidating_disconfirming_uncooperative_unhelpful_contrary
unsure,shaky_skeptical_unclear_uncertain_hesitant
unsuspecting,innocent_credulous_easy_inexperienced_ingenuous
unsustainable,untenable_unsuitable_unendurable_unfeasible_brief
untenable,unsound_illogical_unsupportable_flawed
untested,unproved_new_undemonstrated_unpracticed_unproven
unthinkable,unbelievable_rare_illogical_extraordinary_unreasonable
unthinkably,un thinkable_un-thinkable_unthinkables_unthinkingly_unsinkable
untimely,undue_improper_premature_unfortunate_ill-timed
untouched,unharmed_intact_unscathed_unconcerned_flawless
untrue,incorrect_erroneous_inaccurate_unsound_spurious
untrustworthy,treacherous_deceitful_dishonest_irresponsible_disloyal
untruthful,deceptive_deceitful_fraudulent_misleading_untrustworthy
unusable,worthless_impractical_unavailable_expendable_inoperative
unusably,un usable_un-usable_unusuable_unusually_unusual
unuseable,unusuable_un usable_un-usable_unseeable_un seeable
unuseably,unusuable_un usable_un-usable_unseeable_un seeable
unusual,unexpected_remarkable_noteworthy_awesome_curious
unusually,strangely_very_uncommonly_extraordinarily_awfully
unviewable,imperceptible_microscopic_unseen_inconspicuous_concealed
unwanted,undesirable_nonessential_redundant_superfluous_de trop
unwarranted,baseless_undue_gratuitous_unjust_unreasonable
unwatchable,un matchable_un-matchable_unreachable_unwatchful_un reachable
unwelcome,disagreeable_distasteful_uninvited_objectionable_unacceptable
unwell,ailing_bedridden_debilitated_diseased_feeble
unwieldy,ungainly_onerous_ponderous_clumsy_burdensome
unwilling,forced_afraid_evasive_unenthusiastic_resistant
unwillingly,obstinately_stubbornly_involuntarily_grudgingly_protestingly
unwillingness,distaste_displeasure_objection_reluctance_resistance
unwise,foolhardy_ill-considered_thoughtless_inappropriate_naive
unwisely,foolishly_impulsively_inadvisedly
unworkable,impractical_futile_unreasonable_useless_unattainable
unworthy,ineligible_inappropriate_unsuitable_unfit_shameful
unyielding,uncompromising_stubborn_unwavering_adamant_intractable
upbraid,chastise_chide_berate_admonish_castigate
upheaval,turmoil_disturbance_explosion_disaster_tumult
uprising,revolution_upheaval_riot_revolt_rebellion
uproar,turmoil_flap_riot_confusion_brawl
uproarious,boisterous_clamorous_hilarious_confused_loud
uproariously,strongly_seriously_vigorously_heavily_severely
uproarous,up roars_up-roars_uproariously_up rears_up-rears
uproarously,uproarious_apriorism_appraisal_apprisal
uproot,wipe out_annihilate_exterminate_displace_demolish
upset,disordered_confused_shocked_low_sick
upseting,up setting_up-setting_upsettings_upswing_updating
upsets,disordered_confused_shocked_low_sick
upsetting,troublesome_embarrassing_annoying_worrisome_distressing
upsettingly,upsetting_upsettings_up setting_up-setting_up settings
urgent,necessary_crucial_indispensable_persuasive_pressing
useless,fruitless_worthless_stupid_impractical_inoperative
usurp,wrest_preempt_supplant_annex_commandeer
usurper,tycoon_fascist_autocrat_commander_chief
utterly,perfectly_fully_absolutely_thoroughly_extremely
vagrant,transient_itinerant_wanderer_drifter_street person
vague,ambiguous_unclear_uncertain_equivocal_faint
vagueness,ambiguity_cloudiness_equivocalness_obscurity_uncertainty
vain,cocky_arrogant_boastful_conceited_egocentric
vainly,unsuccessfully_futilely_fruitlessly_ineffectually_uselessly
vanity,pride_arrogance_narcissism_self-love_show
vehement,furious_zealous_impassioned_forceful_enthusiastic
vehemently,severely_furiously_brutally_viciously_passionately
vengeance,retribution_revenge_reprisal_counterblow_return
vengeful,antagonistic_vindictive_hostile_implacable_inimical
vengefully,brutally_cruelly_maliciously_resentfully_ruthlessly
vengefulness,grudge_spite_malice_resentment_spitefulness
venom,hatred_rancor_toxin_bitterness_virus
venomous,rancorous_noxious_malicious_spiteful_vicious
venomously,severely_furiously_brutally_viciously_passionately
vent,duct_pipe_flue_chimney_orifice
vestiges,ashes_traces
vex,annoy_disturb_perplex_exasperate_displease
vexation,chagrin_agitation_weariness_pique_aggravation
vexing,annoy_disturb_perplex_exasperate_displease
vexingly,vexings_waxing_waxings_virginal_vixen
vibrate,throb_pulsate_undulate_resonate_shiver
vibrated,throb_pulsate_undulate_resonate_shiver
vibrates,throb_pulsate_undulate_resonate_shiver
vibrating,throb_pulsate_undulate_resonate_shiver
vibration,tremor_reverberation_oscillation_pulse_fluctuation
vice,indecency_sensuality_carnality_perversion_lust
vicious,savage_monstrous_ferocious_vile_dangerous
viciously,wickedly_savagely_brutally_immorally_wrongly
viciousness,meanness_spite_malignity_enmity_malignancy
victimize,pick on_sting_dupe_exploit_prey on
vile,repugnant_horrid_contemptible_depraved_noxious
vileness,horror_depravity_disgrace_atrociousness_vice
vilify,revile_decry_smear_denounce_defame
villainous,shady_nefarious_vile_wicked_atrocious
villainously,voluminously
villains,devil_criminal_scoundrel_malefactor_reprobate
villian,villainy_villein_violin_villa_villi
villianous,villeins_villainize_villous
villianously,voluminously_valorously_willingly_valiantly_villainizes
villify,villi_mollify_nullify_villainy_vivify
vindictive,vengeful_resentful_ruthless_malicious_spiteful
vindictively,brutally_cruelly_vengefully_maliciously_resentfully
vindictiveness,revenge_spite_malevolence_meanness_vengefulness
violate,contravene_defy_infringe_offend_oppose
violation,encroachment_negligence_infringement_infraction_misdemeanor
violator,culprit_miscreant_crook_trespasser_malefactor
violators,culprit_miscreant_crook_trespasser_malefactor
violent,savage_crazy_murderous_homicidal_powerful
violently,strongly_vigorously_fiercely_forcefully_powerfully
viper,rattle_snake_cobra_copperhead_asp
virulence,embitterment_fury_cynicism_malice_rancor
virulent,deadly_destructive_fatal_malignant_pernicious
virulently,violently_vigilantly
virus,illness_ailment_sickness_disease_infection
vociferous,vehement_clamorous_boisterous_shrill_strident
vociferously,loudly_clearly_distinctly_plainly_audibly
volatile,elusive_unsettled_ticklish_fickle_unstable
volatility,dryness_vaporization_vaporousness
vomit,gag_regurgitate_heave_eject_expel
vomited,gag_regurgitate_heave_eject_expel
vomiting,gag_regurgitate_heave_eject_expel
vomits,gag_regurgitate_heave_eject_expel
vulgar,boorish_naughty_tawdry_profane_tasteless
vulnerable,accessible_exposed_susceptible_unsafe_weak
wack,figure_personality_case_customer_oddball
wail,moan_sob_fuss_whimper_grieve
wallow,totter_flounder_lurch_lie_stumble
wane,dim_abate_ebb_dwindle_subside
waning,lessening_abating_ebbing_declinatory_decrescent
wanton,outrageous_promiscuous_lewd_shameless_libertine
war-like,was like_were like_wert like_wax like_wax-like
warily,carefully_cautiously_vigilantly_watchfully
wariness,vigilance_alertness_deliberation_attention_prudence
warlike,aggressive_bellicose_belligerent_bloodthirsty_combative
warned,informed_advised_notified_cautioned_told
warning,ominous_threatening_admonishing_exemplary_admonitory
warp,corrupt_pervert_swerve_debase_deform
warped,corrupt_pervert_swerve_debase_deform
wary,distrustful_watchful_attentive_considerate_suspicious
washed-out,colorless_drained_drawn_dull_fatigued
waste,misuse_squander_dilapidation_misapplication_extravagance
wasted,withered_lean_famished_starved_thin
wasteful,lavish_careless_extravagant_destructive_reckless
wastefulness,profusion_exorbitance_profuseness_amenity_prodigality
wasting,blow_exhaust_drain_consume_lavish
water-down,waited on_water down_watered down_watered-down
watered-down,adulterated_mixed_thin_weak_weakened
wayward,delinquent_rebellious_headstrong_capricious_unruly
weak,shaky_uncertain_hesitant_weakened_powerless
weaken,depress_lower_dilute_halt_decline
weakening,depress_lower_dilute_halt_decline
weaker,shaky_uncertain_hesitant_weakened_powerless
weakness,flaw_vulnerability_lapse_lack_fragility
weaknesses,flaw_vulnerability_lapse_lack_fragility
weariness,ennui_fatigue_boredom_tedium_languor
